rank,finalWorth,category,personName,country,city,source,industries,organization,selfMade,status,gender,lastName,firstName,title,date,countryOfCitizenship,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
89,18500,Energy,Gennady Timchenko,Russia,Moscow,"Oil, gas",Energy,,TRUE,U,M,Timchenko,Gennady,,04-04-2023 05:01,Russia,,,1952,11,9,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
92,18000,Finance & Investments,Daniel Gilbert,United States,Franklin,Quicken Loans,Finance & Investments,,TRUE,D,M,Gilbert,Daniel,,04-04-2023 05:01,United States,Michigan,Midwest,1962,1,17,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
93,17700,Metals & Mining,Lakshmi Mittal,United Kingdom,London,Steel,Metals & Mining,ArcelorMittal (ADR),FALSE,D,M,Mittal,Lakshmi,Chairman and CEO,04-04-2023 05:01,India,,,1950,6,15,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
94,17500,Finance & Investments,Steve Cohen,United States,Greenwich,Hedge funds,Finance & Investments,Point72 Asset Management,TRUE,U,M,Cohen,Steve,Founder,04-04-2023 05:01,United States,Connecticut,Northeast,1956,6,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
94,17500,Finance & Investments,Carl Icahn,United States,Indian Creek,Investments,Finance & Investments,Icahn Capital Management,TRUE,U,M,Icahn,Carl,Founder,04-04-2023 05:01,United States,Florida,South,1936,2,16,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
94,17500,Metals & Mining,Savitri Jindal & family,India,Hisar,Steel,Metals & Mining,,FALSE,D,female,Jindal,Savitri,,04-04-2023 05:01,India,,,1950,3,20,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
97,17400,Real Estate,Donald Bren,United States,Newport Beach,Real estate,Real Estate,Irvine Company,TRUE,U,M,Bren,Donald,Chairman,04-04-2023 05:01,United States,California,West,1932,5,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
97,17400,Fashion & Retail,"John Menard, Jr.",United States,Eau Claire,Home improvement stores,Fashion & Retail,"Menard, Inc.",TRUE,U,M,Menard,John,Founder,04-04-2023 05:01,United States,Wisconsin,Midwest,1940,1,22,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
99,17100,Media & Entertainment,Rupert Murdoch & family,United States,New York,"Newspapers, TV network",Media & Entertainment,News Corp Class A,FALSE,D,M,Murdoch,Rupert,Chairman and CEO,04-04-2023 05:01,United States,New York,Northeast,1931,3,11,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
100,16700,Finance & Investments,Vicky Safra & family,Switzerland,Crans-Montana,Banking,Finance & Investments,,FALSE,U,F,Safra,Vicky,,04-04-2023 05:01,Brazil,,,1953,1,1,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
101,16500,Fashion & Retail,"Theo Albrecht, Jr. & family",Germany,Mulheim an der Ruhr,"Aldi, Trader Joe's",Fashion & Retail,,FALSE,D,M,Albrecht,Theo,,04-04-2023 05:01,Germany,,,1951,1,1,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
101,16500,Finance & Investments,Renata Kellnerova & family,Czech Republic,Prague,"Finance, telecommunications",Finance & Investments,,FALSE,D,F,Kellnerova,Renata,,04-04-2023 05:01,Czech Republic,,,1967,7,4,116.48,2.8,"$246,489,245,495 ",64.1,100.7,79,14.9,46.1,10669709,49.817492,15.472962
103,16300,Healthcare,Li Xiting,China,Shenzhen,medical devices,Healthcare,,TRUE,D,M,Li,Xiting,,04-04-2023 05:01,Singapore,,,1951,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
104,16200,Fashion & Retail,Stefan Persson,Sweden,Stockholm,H&M,Fashion & Retail,Hennes & Mauritz Unsponsored ADR,FALSE,D,M,Persson,Stefan,Chairman,04-04-2023 05:01,Sweden,,,1947,10,4,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453,60.128161,18.643501
104,16200,Technology,Eric Schmidt,United States,Atherton,Google,Technology,,TRUE,D,M,Schmidt,Eric,,04-04-2023 05:01,United States,California,West,1955,4,27,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
106,16000,Finance & Investments,Michael Platt,Switzerland,Geneva,Hedge funds,Finance & Investments,BlueCrest Capital Management,TRUE,U,M,Platt,Michael,Founder ,04-04-2023 05:01,United Kingdom,,,1968,3,18,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
107,15900,Food & Beverage,Pang Kang,China,Foshan,Soy sauce,Food & Beverage,,TRUE,D,M,Pang,Kang,,04-04-2023 05:01,China,,,1956,1,19,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
108,15800,Fashion & Retail,Karl Albrecht Jr. & family,Germany,,Supermarkets,Fashion & Retail,,FALSE,Split Family Fortune,M,Albrecht Jr.,Karl,,04-04-2023 05:01,Germany,,,,,,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
108,15800,Fashion & Retail,Beate Heister,,,Supermarkets,Fashion & Retail,,FALSE,Split Family Fortune,F,Heister,Beate,,04-04-2023 05:01,Germany,,,,,,,,,,,,,,,,
108,15800,Food & Beverage,Jorge Paulo Lemann & family,Switzerland,Zurich,Beer,Food & Beverage,,TRUE,U,M,Lemann,Jorge Paulo,"Investor, Philanthropist",04-04-2023 05:01,Brazil,,,1939,8,26,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
108,15800,Real Estate,Peter Woo,Hong Kong,Hong Kong,Real estate,Real Estate,,FALSE,D,M,Woo,Peter,,04-04-2023 05:01,Hong Kong,,,1946,9,5,,,,,,,,,,,
112,15600,Healthcare,Dilip Shanghvi,India,Mumbai,Pharmaceuticals,Healthcare,,TRUE,E,M,Shanghvi,Dilip,,04-04-2023 05:01,India,,,1955,10,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
113,15500,Technology,Robert Pera,United States,San Jose,Wireless networking,Technology,Ubiquiti,TRUE,U,M,Pera,Robert,Chief Executive Officer,04-04-2023 05:01,United States,California,West,1978,3,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
114,15300,Fashion & Retail,Radhakishan Damani,India,Mumbai,"Retail, investments",Fashion & Retail,,TRUE,D,M,Damani,Radhakishan,,04-04-2023 05:01,India,,,1955,1,1,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
115,15200,Automotive,Huang Shilin,China,Ningde,Batteries,Automotive,,TRUE,D,M,Huang,Shilin,,04-04-2023 05:01,China,,,1967,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
116,14900,Diversified,Dhanin Chearavanont,Thailand,Bangkok,Diversified,Diversified,,FALSE,U,M,Chearavanont,Dhanin,,04-04-2023 05:01,Thailand,,,1939,4,19,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
116,14900,Fashion & Retail,David Green & family,United States,Oklahoma City,Retail,Fashion & Retail,Hobby Lobby,TRUE,U,M,Green,David,CEO,04-04-2023 05:01,United States,Oklahoma,South,1941,11,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
118,14800,Food & Beverage,Charoen Sirivadhanabhakdi,Thailand,Bangkok,"Alcohol, real estate",Food & Beverage,,TRUE,U,M,Sirivadhanabhakdi,Charoen,,04-04-2023 05:01,Thailand,,,1944,5,2,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
119,14700,Food & Beverage,Charlene de Carvalho-Heineken & family,United Kingdom,London,Heineken,Food & Beverage,,FALSE,D,F,de Carvalho-Heineken,Charlene,,04-04-2023 05:01,Netherlands,,,1954,6,30,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
120,14600,Healthcare,Xu Hang,China,Shenzhen,Medical devices,Healthcare,,TRUE,D,M,Xu,Hang,,04-04-2023 05:01,Hong Kong,,,1962,5,22,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
121,14500,Automotive,Wei Jianjun & family,China,Baoding,Automobiles,Automotive,,TRUE,D,M,Wei,Jianjun,,04-04-2023 05:01,China,,,1964,3,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
122,14400,Metals & Mining,Alisher Usmanov,Uzbekistan,Tashkent,"Steel, telecom, investments",Metals & Mining,Metalloinvest,TRUE,U,M,Usmanov,Alisher,Founder,04-04-2023 05:01,Russia,,,1953,9,9,,,"$57,921,286,440 ",10.1,104.2,71.6,14.8,31.6,33580650,41.377491,64.585262
123,14300,Manufacturing,Goh Cheng Liang,Singapore,Singapore,Paints,Manufacturing,,TRUE,U,M,Goh,Cheng Liang,,04-04-2023 05:01,Singapore,,,1927,6,27,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
124,14200,Diversified,Kumar Birla,India,Mumbai,Commodities,Diversified,,FALSE,D,M,Birla,Kumar,,04-04-2023 05:01,India,,,1967,6,14,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
124,14200,Manufacturing,Aliko Dangote,Nigeria,Lagos,"Cement, sugar",Manufacturing,Dangote Group,TRUE,U,M,Dangote,Aliko,CEO,04-04-2023 05:01,Nigeria,,,1957,4,10,267.51,11.4,"$448,120,428,859 ",10.2,84.7,54.3,1.5,34.8,200963599,9.081999,8.675277
126,14100,Real Estate,Kwong Siu-hing,Hong Kong,Hong Kong,Real estate,Real Estate,,FALSE,U,F,Kwong,Siu-hing,,04-04-2023 05:01,Hong Kong,,,1929,12,2,,,,,,,,,,,
127,14000,Diversified,Idan Ofer,United Kingdom,London,Shipping,Diversified,,FALSE,U,M,Ofer,Idan,,04-04-2023 05:01,Israel,,,1955,10,2,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
128,13900,Healthcare,Chen Bang,China,Changsha,Hospitals,Healthcare,,TRUE,U,M,Chen,Bang,,04-04-2023 05:01,China,,,1965,9,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
128,13900,Gambling & Casinos,Lui Che Woo,Hong Kong,Hong Kong,Casinos/hotels,Gambling & Casinos,,TRUE,U,M,Lui,Che Woo,,04-04-2023 05:01,Hong Kong,,,1929,4,1,,,,,,,,,,,
130,13700,Logistics,John Fredriksen,United Kingdom,London,Shipping,Logistics,,TRUE,U,M,Fredriksen,John,Investor,04-04-2023 05:01,Cyprus,,,1945,2,1,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
130,13700,Construction & Engineering,Diane Hendricks,United States,Afton,Building supplies,Construction & Engineering,ABC Supply,TRUE,U,F,Hendricks,Diane,Cofounder,04-04-2023 05:01,United States,Wisconsin,Midwest,1947,3,2,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
130,13700,Technology,Jan Koum,United States,Atherton,WhatsApp,Technology,WhatsApp Inc.,TRUE,U,M,Koum,Jan,"CEO, cofounder",04-04-2023 05:01,United States,California,West,1976,2,24,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
133,13300,Sports,Jerry Jones,United States,Dallas,Dallas Cowboys,Sports,Dallas Cowboys,TRUE,U,M,Jones,Jerry,President and General Manager,04-04-2023 05:01,United States,Texas,South,1942,10,13,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
133,13300,Energy,George Kaiser,United States,Tulsa,"Oil & gas, banking",Energy,BOK Financial Corp.,FALSE,U,M,Kaiser,George,Chairman,04-04-2023 05:01,United States,Oklahoma,South,1942,7,29,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
133,13300,Real Estate,Joseph Lau,Hong Kong,Hong Kong,Real estate,Real Estate,,TRUE,D,M,Lau,Joseph,,04-04-2023 05:01,Hong Kong,,,1951,7,21,,,,,,,,,,,
136,13200,Automotive,Lu Xiangyang,China,Guangzhou,"Automobiles, batteries",Automotive,,TRUE,D,M,Lu,Xiangyang,,04-04-2023 05:01,China,,,1962,12,28,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
137,13100,Real Estate,Harry Triguboff,Australia,Sydney,Real estate,Real Estate,,TRUE,U,M,Triguboff,Harry,,04-04-2023 05:01,Australia,,,1933,3,3,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
138,12900,Finance & Investments,Uday Kotak,India,Mumbai,Banking,Finance & Investments,,TRUE,D,M,Kotak,Uday,,04-04-2023 05:01,India,,,1959,3,15,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
138,12900,Sports,Stanley Kroenke,United States,Electra,"Sports, real estate",Sports,,TRUE,U,M,Kroenke,Stanley,,04-04-2023 05:01,United States,Texas,South,1947,7,29,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
140,12600,Energy,Mikhail Fridman,United Kingdom,London,"Oil, banking, telecom",Energy,,TRUE,U,M,Fridman,Mikhail,,04-04-2023 05:01,Russia,,,1964,4,21,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
141,12300,Energy,Sarath Ratanavadi,Thailand,Bangkok,Energy,Energy,,TRUE,U,M,Ratanavadi,Sarath,,04-04-2023 05:01,Thailand,,,1965,7,12,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541
142,12200,Metals & Mining,Dang Yanbao,China,Yinchuan,Coal,Metals & Mining,,TRUE,D,M,Dang,Yanbao,,04-04-2023 05:01,China,,,1973,2,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
142,12200,Healthcare,Jiang Rensheng & family,China,Chongqing,Vaccines,Healthcare,,TRUE,D,M,Jiang,Rensheng,,04-04-2023 05:01,China,,,1953,10,8,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
144,12100,Automotive,Shahid Khan,United States,Naples,Auto parts,Automotive,,TRUE,U,M,Khan,Shahid,,04-04-2023 05:01,United States,Florida,South,1950,7,18,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
145,12000,Technology,Laurene Powell Jobs & family,United States,Palo Alto,"Apple, Disney",Technology,Emerson Collective,FALSE,D,F,Powell Jobs,Laurene,"Investor, Philanthropist",04-04-2023 05:01,United States,California,West,1963,11,6,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
146,11800,Diversified,Robert Kuok,Hong Kong,Hong Kong,"Palm oil, shipping, property",Diversified,,TRUE,U,M,Kuok,Robert,,04-04-2023 05:01,Malaysia,,,1923,10,6,,,,,,,,,,,
147,11600,Real Estate,Stephen Ross,United States,New York,Real estate,Real Estate,,TRUE,U,M,Ross,Stephen,,04-04-2023 05:01,United States,New York,Northeast,1940,5,10,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
148,11500,Technology,Pavel Durov,United Arab Emirates,Dubai,Messaging app,Technology,,TRUE,D,M,Durov,Pavel,,04-04-2023 05:01,United Arab Emirates,,,1984,10,10,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818
148,11500,Healthcare,Andreas Struengmann & family,Germany,Tegernsee,Pharmaceuticals,Healthcare,,TRUE,D,M,Struengmann,Andreas,,04-04-2023 05:01,Germany,,,1950,2,16,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
148,11500,Healthcare,Thomas Struengmann & family,Germany,Tegernsee,Pharmaceuticals,Healthcare,,TRUE,D,M,Struengmann,Thomas,,04-04-2023 05:01,Germany,,,1950,2,16,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
151,11400,Food & Beverage,Liu Hanyuan,China,Chengdu,Agribusiness,Food & Beverage,,TRUE,D,M,Liu,Hanyuan,,04-04-2023 05:01,China,,,1964,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
151,11400,Fashion & Retail,Michael Rubin,United States,Bryn Mawr,Online retail,Fashion & Retail,Kynetic,TRUE,U,M,Rubin,Michael,CEO,04-04-2023 05:01,United States,Pennsylvania,Northeast,1972,7,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
153,11300,Finance & Investments,Israel Englander,United States,New York,Hedge funds,Finance & Investments,"Millennium Management, L.L.C.",TRUE,D,M,Englander,Israel,Founder,04-04-2023 05:01,United States,New York,Northeast,1948,9,30,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
153,11300,Manufacturing,Viatcheslav Kantor,Israel,Herzliya,"Fertilizer, real estate",Manufacturing,,TRUE,U,M,Kantor,Viatcheslav,,04-04-2023 05:01,Russia,,,1953,9,8,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
153,11300,Manufacturing,Anthony Pratt,Australia,Melbourne,Manufacturing,Manufacturing,,FALSE,D,M,Pratt,Anthony,,04-04-2023 05:01,Australia,,,1960,4,11,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
153,11300,Finance & Investments,Mikhail Prokhorov,Switzerland,Frauenfeld,Investments,Finance & Investments,,TRUE,U,M,Prokhorov,Mikhail,,04-04-2023 05:01,Russia,,,1965,5,3,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
157,11100,Fashion & Retail,Giorgio Armani,Italy,Milan,Luxury goods,Fashion & Retail,,TRUE,U,M,Armani,Giorgio,,04-04-2023 05:01,Italy,,,1934,7,11,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
157,11100,Fashion & Retail,Johann Rupert & family,South Africa,Cape Town,Luxury goods,Fashion & Retail,,FALSE,U,M,Rupert,Johann,,04-04-2023 05:01,South Africa,,,1950,6,1,158.93,4.1,"$351,431,649,241 ",22.4,100.9,63.9,27.5,29.2,58558270,-30.559482,22.937506
159,11000,Finance & Investments,Gong Hongjia & family,Hong Kong,Hong Kong,Video surveillance,Finance & Investments,,TRUE,D,M,Gong,Hongjia,,04-04-2023 05:01,Hong Kong,,,1965,1,1,,,,,,,,,,,
159,11000,Technology,Zhang Zhidong,China,Shenzhen,Internet media,Technology,,TRUE,D,M,Zhang,Zhidong,,04-04-2023 05:01,China,,,1972,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
161,10900,Finance & Investments,Philip Anschutz,United States,Denver,"Energy, sports, entertainment",Finance & Investments,,FALSE,E,M,Anschutz,Philip,,04-04-2023 05:01,United States,Colorado,West,1939,12,28,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
161,10900,Fashion & Retail,Judy Love & family,United States,Oklahoma City,Gas stations,Fashion & Retail,Love's Travel Stops and Country Stores,TRUE,U,F,Love,Judy,Chairman and CEO,04-04-2023 05:01,United States,Oklahoma,South,1937,6,17,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
161,10900,Fashion & Retail,Ricardo Salinas Pliego & family,Mexico,Mexico City,"Retail, media",Fashion & Retail,,FALSE,D,M,Salinas Pliego,Ricardo,,04-04-2023 05:01,Mexico,,,1955,10,19,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784
164,10700,Media & Entertainment,Donald Newhouse,United States,New York,Media,Media & Entertainment,,FALSE,D,M,Newhouse,Donald,,04-04-2023 05:01,United States,New York,Northeast,1929,8,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
165,10600,Sports,Robert Kraft,United States,Brookline,"Manufacturing, New England Patriots",Sports,The Kraft Group,TRUE,U,M,Kraft,Robert,Chairman & CEO,04-04-2023 05:01,United States,Massachusetts,Northeast,1941,6,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
165,10600,Food & Beverage,Marcel Herrmann Telles,Brazil,Sao Paulo,Beer,Food & Beverage,,TRUE,U,M,Telles,Marcel Herrmann,,04-04-2023 05:01,Brazil,,,1950,1,1,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
167,10500,Finance & Investments,Suleiman Kerimov & family,Russia,Moscow,Gold,Finance & Investments,,TRUE,U,male,Kerimov & family,Suleiman,,04-04-2023 05:01,Russia,,,1966,3,12,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
167,10500,Fashion & Retail,Sky Xu,China,Guangzhou,E-commerce,Fashion & Retail,,TRUE,U,M,Xu,Sky,,04-04-2023 05:01,China,,,1984,1,1,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
167,10500,Finance & Investments,Changpeng Zhao,United Arab Emirates,Dubai,Cryptocurrency exchange,Finance & Investments,,TRUE,D,M,Zhao,Changpeng,,04-04-2023 05:01,Canada,,,1977,9,10,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818
170,10300,Finance & Investments,Andrew Beal,United States,Dallas,"Banks, real estate",Finance & Investments,,TRUE,U,M,Beal,Andrew,,04-04-2023 05:01,United States,Texas,South,1952,11,29,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
171,10200,Technology,Mike Cannon-Brookes,Australia,Sydney,Software,Technology,,TRUE,D,M,Cannon-Brookes,Mike,,04-04-2023 05:01,Australia,,,1979,11,17,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605,-25.274398,133.775136
171,10200,Healthcare,Carl Cook,United States,Bloomington,Medical devices,Healthcare,,FALSE,D,M,Cook,Carl,,04-04-2023 05:01,United States,Indiana,Midwest,1962,8,19,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
171,10200,Technology,David Duffield,United States,Incline Village,Business software,Technology,Workday,TRUE,D,M,Duffield,David,Chairman and Cofounder,04-04-2023 05:01,United States,Nevada,West,1940,9,21,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
171,10200,Energy,Jeffery Hildebrand,United States,Houston,Oil,Energy,,TRUE,U,M,Hildebrand,Jeffery,,04-04-2023 05:01,United States,Texas,South,1959,3,5,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
171,10200,Manufacturing,Viktor Rashnikov,Russia,Magnitogorsk,Steel,Manufacturing,,TRUE,U,M,Rashnikov,Viktor,,04-04-2023 05:01,Russia,,,1948,10,13,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
171,10200,Technology,Eduardo Saverin,Singapore,Singapore,Facebook,Technology,Meta Platforms,TRUE,D,M,Saverin,Eduardo,Investor,04-04-2023 05:01,Brazil,,,1982,3,19,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
171,10200,Automotive,Georg Schaeffler,Germany,Herzogenaurach,Auto parts,Automotive,,FALSE,U,M,Schaeffler,Georg,,04-04-2023 05:01,Germany,,,1964,10,19,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
